sample_id,label,X_score_scaled
146,1,-0.24914285080062737
147,1,-0.0010004097276411373
148,1,0.9836544663576656
149,1,0.5344310816565697
150,1,17.246824487922197
151,1,0.5853430652560273
152,1,-0.6463846724148821
153,1,0.2892834631482575
154,1,-0.46797881391930407
155,1,0.7290945483603781
156,1,0.4332488621500849
157,1,-0.07694055333187394
158,1,-1.4474613773415425e-4
159,1,-0.1212211441095534
160,1,0.14382065286409315
161,1,1.2089079064006436
162,1,0.014187618993205454
163,1,0.9297476601935342
164,1,0.8108104211964821
165,1,0.15579994312278908
166,1,0.3872569441925918
167,1,-0.3879742682630136
168,1,3.3061393652623314
169,1,0.12178731542399177
170,1,-0.22646776566809582
171,1,0.09804265080407672
172,1,0.08264070618575345
173,1,1.4114862613110901
174,1,-0.03950527127344929
175,1,1.1815266715236246
176,1,0.10766886619052883
177,1,0.579567336024156
178,1,-0.7079924508881752
179,1,-0.22582601797566573
180,1,0.2749510980173179
181,1,0.5233074549877809
182,1,1.3011056582131066
183,1,-0.5749367626576602
184,1,0.41078769291503003
185,1,0.3874708600900685
186,1,0.3611592047004328
187,1,-0.6309827277965587
188,1,-0.6172921103580492
189,1,0.32308217494957814
190,1,0.35174690521145746
191,1,-0.3336396303039287
192,1,1.9272374901274436
193,1,1.6249743269928492
194,1,-0.4966435441811834
195,1,1.3070953033424546
196,1,-0.04955931845485474
197,1,0.0937643328545424
198,1,0.1093801933703425
199,1,-0.14346839744713147
200,1,-0.24422278515866297
201,1,1.2709435166688903
202,1,1.054032796627504
203,1,1.7678701465072928
204,1,0.09804265080407672
205,1,0.700857649893452
206,1,0.8938097894174464
207,1,-0.4065849513434876
208,1,-0.28101631952465744
209,1,0.49271748164861096
210,1,-0.252351589262778
211,1,0.4281148806106438
212,1,0.8938097894174464
213,1,1.0983133874051834
214,1,-0.7079924508881752
215,1,-0.6620005329306821
216,1,-0.5582513226544766
217,1,0.006700562581520493
218,1,-0.6489516631846026
219,1,0.06895008874724386
220,1,0.2616883123737616
221,1,0.5414903062733012
222,1,0.5560365873017178
223,1,-0.012765784088860253
224,1,2.6402191764173257
225,1,-0.4275487092962054
226,1,-0.588413464198693
227,1,0.3361310446956576
228,1,0.2969844354574191
229,1,0.03750445181816717
230,1,0.6244896744942656
231,1,-0.6472403360047889
232,1,0.35880612982818894
233,1,-0.6714128324196574
234,1,2.12981584503789
235,1,-0.6267044098470246
236,1,-0.10945576974833421
237,1,0.17868894415279732
238,1,-0.0106266251140931
239,1,2.5221376010101806
240,1,-0.7079924508881752
241,1,0.2390132272412302
242,1,-0.6737659072919012
243,1,0.22425303031533694
244,1,-0.11950981692973965
245,1,2.4506896912529585
246,1,0.47667378933785753
247,1,0.11879249285931778
248,1,-0.40637103544601083
249,1,0.21077632877430416
250,1,0.7235327350259835
251,1,-0.5638131359888711
252,1,-0.24037229900408216
253,1,0.2606187328863781
254,1,1.8299057567755395
255,1,-0.6540856447240437
256,1,0.3434041852098657
257,1,0.6878087801473726
258,1,-0.2519237574678246
259,1,0.25740999442422746
260,1,0.2565543308343206
261,1,-0.653871728826567
262,1,3.4879678781175367
263,1,0.3530304005963178
264,1,0.13676142824736168
265,1,0.4781712006201945
266,1,-0.23652181284950133
267,1,0.443516825228967
268,1,0.6989324068161614
269,1,0.5667323821755534
270,1,0.11815074516688762
271,1,0.7053498837404628
272,1,0.2503507698074958
273,1,-0.17234704360648764
274,1,0.9276085012187669
275,1,-0.3903273431352574
276,1,0.3932465893219396
277,1,0.3624427000852931
278,1,-0.0095570456267096
279,1,2.0885300768248842
280,1,-0.4656257390470602
281,1,0.5153925667811423
282,1,-0.5976118477901917
283,1,0.25420125596207666
284,1,-0.7079924508881752
285,1,-0.595044857020471
286,1,-0.5171794703389478
287,1,-0.27053444054829856
288,1,-0.7079924508881752
289,1,0.3012627534069534
290,1,-0.4243399708340548
291,1,-0.7079924508881752
292,1,1.0536049648325505
293,1,-0.44145324263219166
294,1,-0.32700823748215063
295,1,-0.33385354620140545
296,1,-0.636116709336
297,1,-0.4468011400691095
298,1,-0.4726849636637917
299,1,0.14103974619689585
300,1,-0.44487589699181906
301,1,-0.5206021246985753
302,1,0.1528051205581151
303,1,-0.11330625590291502
304,1,-0.410007605703115
305,1,0.43260711445765476
306,1,-0.6848895339606903
